time_s,cmd_fraction,imu_z,height,delta_x,delta_y,squal,vx,vy,motor_m1,motor_m2,motor_m3,motor_m4,motor_m1req,motor_m2req,motor_m3req,motor_m4req,supervisor_info,stab_thrust
0.000072,0.000000,,46.000000,5.0,-4.0,57.0,-0.002894,0.001588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.010140,0.000000,,46.000000,0.0,-2.0,63.0,0.000193,0.000588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.020164,0.000000,,46.000000,-5.0,5.0,108.0,-0.004448,0.005698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.030135,0.000000,,46.000000,0.0,0.0,105.0,-0.003638,0.005208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.040095,0.000000,,46.000000,0.0,3.0,104.0,-0.007444,0.004657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.050097,0.000000,,46.000000,0.0,0.0,79.0,-0.007457,0.005365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.060178,0.000000,,47.000000,6.0,-6.0,61.0,0.000978,-0.001834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.070112,0.000000,,47.000000,-2.0,0.0,93.0,0.001114,0.001450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.080503,0.000000,,47.000000,-4.0,4.0,105.0,-0.004838,0.006346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.090529,0.000000,,47.000000,0.0,2.0,102.0,-0.008644,0.005929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.100127,0.000000,,47.000000,5.0,-5.0,57.0,-0.003360,-0.000676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.110122,0.000000,,45.000000,3.0,-3.0,58.0,0.000532,-0.003946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.120087,0.000000,,45.000000,-7.0,4.0,104.0,-0.003562,0.005390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.130088,0.000000,,45.000000,-1.0,2.0,109.0,-0.005131,0.007049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.140114,0.000000,,45.000000,0.0,1.0,87.0,-0.005531,0.007622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.150101,0.000000,,45.000000,0.0,-2.0,101.0,-0.002072,0.007922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.160117,0.000000,,45.000000,3.0,-2.0,61.0,0.000644,0.004378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.170128,0.000000,,45.000000,0.0,0.0,104.0,0.000410,0.004559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.180110,0.000000,,45.000000,-3.0,1.0,104.0,-0.001450,0.008161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.190112,0.000000,,45.000000,0.0,2.0,100.0,-0.004395,0.007768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.200094,0.000000,,45.000000,3.0,-3.0,59.0,-0.000524,0.004187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.210117,0.000000,,48.000000,0.0,-1.0,61.0,0.000029,0.004481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.220089,0.000000,,48.000000,-1.0,0.0,103.0,-0.000021,0.005542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.230096,0.000000,,48.000000,-2.0,7.0,102.0,-0.010028,0.008816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.240096,0.000000,,48.000000,1.0,-6.0,103.0,-0.002184,0.006579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.250093,0.000000,,48.000000,-1.0,3.0,99.0,-0.005061,0.006468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.260111,0.000000,,46.000000,0.0,1.0,87.0,-0.005484,0.005563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.270107,0.000000,,46.000000,0.0,-1.0,104.0,-0.004217,0.005437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.280107,0.000000,,46.000000,0.0,-1.0,102.0,-0.003096,0.006283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.290087,0.000000,,46.000000,0.0,0.0,97.0,-0.003689,0.007454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.300113,0.000000,,46.000000,5.0,-3.0,53.0,-0.003689,0.007454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.310103,0.000000,,49.000000,-1.0,-1.0,52.0,0.001096,0.003635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.320098,0.000000,,49.000000,-4.0,3.0,104.0,-0.002594,0.008241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.330178,0.000000,,49.000000,0.0,3.0,107.0,-0.003151,0.008830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.340095,0.000000,,49.000000,0.0,-1.0,106.0,-0.005987,0.007957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.350124,0.000000,,49.000000,0.0,0.0,99.0,-0.006766,0.007828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.360113,0.000000,,44.000000,3.0,-5.0,55.0,-0.000468,0.003954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.370098,0.000000,,44.000000,-3.0,5.0,111.0,0.000186,0.004457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.380143,0.000000,,44.000000,0.0,0.0,103.0,-0.004861,0.008099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.390203,0.000000,,44.000000,0.0,-1.0,104.0,-0.003269,0.007615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.400135,0.000000,,44.000000,0.0,3.0,76.0,-0.007329,0.007243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.410137,0.000000,,48.000000,5.0,-5.0,56.0,-0.006821,0.007392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.420139,0.000000,,48.000000,5.0,-5.0,56.0,-0.006821,0.007392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.430139,0.000000,,48.000000,-5.0,2.0,105.0,-0.000920,0.007253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.440120,0.000000,,48.000000,0.0,1.0,106.0,0.000697,0.007941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.450100,0.000000,,48.000000,0.0,0.0,108.0,-0.000444,0.009019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.460114,0.000000,,47.000000,3.0,-4.0,55.0,0.004313,0.005275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.470120,0.000000,,47.000000,-3.0,3.0,101.0,0.003075,0.005810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.480115,0.000000,,47.000000,0.0,0.0,105.0,-0.002839,0.009538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.490126,0.000000,,47.000000,0.0,1.0,102.0,-0.006446,0.008605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.500304,0.000000,,47.000000,4.0,-4.0,51.0,-0.003886,0.002312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.510132,0.000000,,49.000000,1.0,0.0,59.0,-0.006099,0.001635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.520113,0.000000,,49.000000,1.0,0.0,59.0,-0.006099,0.001635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.530447,0.000000,,49.000000,-5.0,2.0,108.0,-0.008618,0.006286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.540106,0.000000,,49.000000,1.0,-1.0,106.0,-0.007299,0.006336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.550152,0.000000,,49.000000,0.0,3.0,100.0,-0.007705,0.004439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.560819,0.000000,,49.000000,-1.0,2.0,72.0,-0.006680,0.005073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.570093,0.000000,,47.000000,6.0,-6.0,57.0,-0.000329,-0.000510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.580119,0.000000,,47.000000,-6.0,2.0,101.0,0.000241,0.000161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.590107,0.000000,,47.000000,0.0,2.0,100.0,-0.003817,0.007972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.600097,0.000000,,47.000000,0.0,2.0,93.0,-0.002674,0.008836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.610097,0.000000,,47.000000,1.0,-5.0,56.0,0.002500,0.007040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.620089,0.000000,,49.000000,2.0,-2.0,62.0,0.005047,0.002912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.630170,0.000000,,49.000000,-2.0,5.0,101.0,-0.001091,0.005048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.640128,0.000000,,49.000000,-1.0,0.0,103.0,-0.002526,0.004537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.650099,0.000000,,49.000000,0.0,2.0,90.0,-0.008505,0.006018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.660096,0.000000,,48.000000,0.0,-3.0,104.0,-0.008505,0.006018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.670089,0.000000,,48.000000,0.0,3.0,90.0,-0.012150,0.007048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.680534,0.000000,,48.000000,0.0,-3.0,105.0,-0.012150,0.007048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.690123,0.000000,,48.000000,0.0,2.0,108.0,-0.009883,0.007295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.700106,0.000000,,48.000000,2.0,-4.0,100.0,-0.009883,0.007295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.710094,0.000000,,48.000000,0.0,0.0,55.0,-0.004121,0.004620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.720082,0.000000,,47.000000,4.0,-1.0,60.0,-0.004183,0.004667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.730086,0.000000,,47.000000,-6.0,2.0,98.0,-0.004904,0.006344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.740091,0.000000,,47.000000,0.0,2.0,103.0,-0.004904,0.006344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.750096,0.000000,,47.000000,0.0,1.0,109.0,-0.003334,0.005075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.760237,0.000000,,47.000000,0.0,-2.0,102.0,-0.003334,0.005075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.770167,0.000000,,49.000000,0.0,1.0,99.0,0.000193,0.004558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.780133,0.000000,,49.000000,0.0,0.0,102.0,-0.000483,0.005225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.790203,0.000000,,49.000000,0.0,0.0,105.0,-0.002054,0.006447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.800205,0.000000,,49.000000,0.0,-1.0,97.0,-0.000849,0.007205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.810131,0.000000,,49.000000,4.0,-2.0,60.0,0.002018,0.002399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.820089,0.000000,,48.000000,1.0,-1.0,64.0,0.002332,0.001124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.830205,0.000000,,48.000000,-5.0,6.0,96.0,-0.007388,0.006972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.840096,0.000000,,48.000000,0.0,0.0,104.0,-0.010104,0.006668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.850124,0.000000,,48.000000,0.0,-1.0,106.0,-0.009300,0.005858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.860142,0.000000,,48.000000,0.0,-2.0,102.0,-0.005902,0.005184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.870092,0.000000,,48.000000,1.0,-2.0,52.0,-0.001992,0.003634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.880112,0.000000,,48.000000,-1.0,3.0,109.0,-0.004254,0.004581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.890093,0.000000,,48.000000,0.0,0.0,108.0,-0.003537,0.004977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.900173,0.000000,,48.000000,0.0,-1.0,103.0,-0.001524,0.005694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.910113,0.000000,,48.000000,0.0,3.0,83.0,-0.005207,0.006640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.920118,0.000000,,50.000000,1.0,-5.0,55.0,0.001133,0.006143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.930125,0.000000,,50.000000,-1.0,3.0,109.0,-0.002575,0.008329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.940089,0.000000,,50.000000,0.0,-1.0,106.0,-0.000822,0.009070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.950114,0.000000,,50.000000,0.0,1.0,102.0,-0.002287,0.009253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.960113,0.000000,,50.000000,0.0,0.0,100.0,-0.003361,0.009137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.970098,0.000000,,46.000000,1.0,-4.0,60.0,0.000479,0.006405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.980093,0.000000,,46.000000,-1.0,4.0,108.0,-0.004940,0.006234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
0.990086,0.000000,,46.000000,0.0,-1.0,100.0,-0.003422,0.005244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.000094,0.006250,,46.000000,0.0,1.0,105.0,-0.004429,0.005066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.010767,0.012500,,46.000000,3.0,-4.0,56.0,0.000929,0.001754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.020121,0.018750,,49.000000,0.0,0.0,58.0,0.001383,0.002156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.030113,0.025000,,49.000000,-3.0,3.0,102.0,-0.002216,0.006596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.040098,0.031250,,49.000000,0.0,0.0,103.0,-0.002545,0.007138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.050133,0.037500,,49.000000,0.0,2.0,96.0,-0.006511,0.006961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.060176,0.043750,,49.000000,1.0,3.0,63.0,-0.008936,0.006733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.070113,0.050000,,47.000000,0.0,-7.0,59.0,-0.004324,0.004470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.080153,0.056250,,47.000000,-1.0,1.0,103.0,-0.003981,0.004714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.090136,0.062500,,47.000000,0.0,2.0,104.0,-0.005687,0.005903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.100275,0.068750,,47.000000,0.0,0.0,105.0,-0.004805,0.006198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.110168,0.075000,,47.000000,1.0,-3.0,61.0,-0.000593,0.004882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.120123,0.081250,,47.000000,1.0,0.0,61.0,-0.000759,0.005681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.130129,0.087500,,47.000000,-2.0,1.0,107.0,-0.001099,0.006816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.140124,0.093750,,47.000000,0.0,2.0,107.0,0.000092,0.006670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.150108,0.100000,,47.000000,0.0,1.0,89.0,-0.001902,0.005789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.161219,0.106250,,46.000000,0.0,-2.0,99.0,-0.000805,0.004583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.170131,0.112500,,46.000000,0.0,1.0,72.0,-0.002331,0.004696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.180135,0.118750,,46.000000,0.0,0.0,102.0,-0.004797,0.005241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.190129,0.125000,,46.000000,0.0,0.0,105.0,-0.005010,0.006205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.200210,0.131250,,46.000000,0.0,-1.0,102.0,-0.003565,0.006449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.210130,0.137500,,46.000000,0.0,-3.0,55.0,0.000366,0.006416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.220121,0.143750,,49.000000,1.0,0.0,54.0,0.000540,0.004739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.230141,0.150000,,49.000000,-1.0,3.0,102.0,-0.002933,0.005740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.240262,0.156250,,49.000000,0.0,3.0,102.0,-0.006341,0.005110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.250128,0.162500,,49.000000,0.0,-1.0,108.0,-0.005065,0.004702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.260213,0.168750,,49.000000,0.0,-2.0,102.0,-0.003601,0.005188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.270103,0.175000,,47.000000,0.0,0.0,98.0,-0.004684,0.006264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.280121,0.181250,,47.000000,0.0,1.0,104.0,-0.005813,0.006843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.290106,0.187500,,47.000000,0.0,0.0,106.0,-0.005035,0.007289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.300119,0.193750,,47.000000,0.0,0.0,101.0,-0.004082,0.007436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.310121,0.200000,,47.000000,3.0,-3.0,56.0,-0.000061,0.002814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.320094,0.206250,,44.000000,-1.0,-2.0,58.0,0.000417,0.003735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.330157,0.212500,,44.000000,-2.0,5.0,94.0,-0.007902,0.005780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.340101,0.218750,,44.000000,0.0,0.0,101.0,-0.008072,0.005711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.350108,0.225000,,44.000000,-1.0,0.0,108.0,-0.006363,0.006783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.360116,0.231250,,44.000000,0.0,0.0,103.0,-0.005000,0.007046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.370096,0.237500,,44.000000,2.0,-3.0,60.0,0.000381,0.003962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.380105,0.243750,,44.000000,-1.0,3.0,106.0,-0.003356,0.005705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.390145,0.250000,,44.000000,0.0,0.0,104.0,-0.003347,0.006556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.400120,0.256250,,44.000000,0.0,-1.0,103.0,-0.002772,0.007050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.410132,0.262500,,44.000000,0.0,2.0,86.0,-0.007120,0.007633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.420111,0.268750,,46.000000,3.0,-5.0,53.0,-0.002109,0.003637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.430136,0.275000,,46.000000,-3.0,4.0,108.0,-0.009582,0.007820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.440096,0.281250,,46.000000,0.0,1.0,101.0,-0.011752,0.006919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.450126,0.287500,,46.000000,0.0,0.0,106.0,-0.011576,0.006038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.460153,0.293750,,46.000000,0.0,1.0,97.0,-0.010434,0.005134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
1.470180,0.300000,,43.000000,1.0,-6.0,59.0,0.000500,0.002903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.00
